article_id,title,processed_title,cluster,topic_label,url,media_name
05aa3540333a737fd7548157353c149a6e41eeecb2a2f2da9ad9377dfbf25a80,Rwanda bill has Tories outcompeting each other to new levels of insanity,rwanda bill tory outcompete new level insanity,2,Rwanda Bill,https://www.theguardian.com/politics/2023/dec/12/rwanda-bill-has-tories-outcompeting-each-other-to-new-levels-of-insanity,theguardian.com
51238fbeede5dce3607c8e0e495435b4278d6c8e541afe8c079290ba6d9700b5,Relief for Rishi Sunak as Rwanda bill passes first vote in Commons,relief rwanda bill pass vote common,2,Rwanda Bill,https://www.theguardian.com/uk-news/2023/dec/12/rishi-sunak-survives-rwanda-bill-commons-vote,theguardian.com
909fdeb0928d1d41f43014c68022e44abdb4be9e8cd4074a3e97602abf4834a0,Why the outcome of the Rwanda bill mattered for Sunak – and the Conservatives,outcome rwanda bill matter conservative,2,Rwanda Bill,https://www.theguardian.com/uk-news/2023/dec/12/why-the-outcome-of-the-rwanda-bill-matters-for-sunak-and-the-conservatives,theguardian.com
7cbf3572e7845b8acf0103df8493f86f55315954fd7e713a63df216bba5904b0,Tuesday briefing: Will rebels torpedo the Rwanda bill – and what does the fight tell us about the Tories?,tuesday briefing rebel torpedo rwanda bill fight tell tory,2,Rwanda Bill,https://www.theguardian.com/world/2023/dec/12/first-edition-rishi-sunak-rwanda-vote,theguardian.com
a900e1419d57f7e14267629c35cab84db6395220919f75124899d2ed30ee93bc,Sunak faces nightmare as Tory rebels 'have enough votes' to kill Rwanda bill,face nightmare tory rebel vote kill rwanda bill,2,Rwanda Bill,https://www.express.co.uk/news/politics/1844442/Rishi-Sunak-Rwanda-Bill-MPs-vote,express.co.uk
50fc7837f4276bc56ef8b2116d2cfb587a73a3248b9d6938b0584d4ef7df72db,Rishi Sunak's new Rwanda bill ‘stands on side of british people',new rwanda bill stand british people,2,Rwanda Bill,https://www.express.co.uk/news/politics/1844106/rishi-sunak-new-rwanda-bill-migration,express.co.uk
b7deba09f29d3393668029ed7c367dbe64ee475c781933f36b914774572b1804,Sunak in crisis as Tory rebels’ ‘star chamber’ rejects his Rwanda bill,crisis tory rebel star chamber reject rwanda bill,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/sunak-rwanda-bill-tory-mps-vote-b2462019.html,independent.co.uk
c9b90dfbad3a11b477a552d0aaa3c7c2109440a93192ce985d745bfdfd18b2df,Rishi Sunak could lose Rwanda bill vote ‘by accident’ as Tory revolt builds,lose rwanda bill vote accident tory revolt build,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rishi-sunak-rwanda-bill-vote-tories-b2461942.html,independent.co.uk
adde5d9e25470a6afc9491263bd847f1a10d605d10d6ab2c6b2c8015a3b8adb1,Rwanda bill vote LIVE: Sunak wins vote despite rightwing Tory rebellion,rwanda bill vote win vote despite rightwe tory rebellion,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rwanda-vote-bill-rishi-sunak-uk-news-b2462588.html,independent.co.uk
54f6842d339557a7a64459f0234bf5ff6aaa259470e81241677eb5d19df1cff4,Grant Shapps warns Gary Lineker to ‘stick to football’ after Rwanda plan criticism,grant shapps warn gary lineker stick football rwanda plan criticism,1,Rwanda Bill,https://www.independent.co.uk/tv/news/grant-shapps-gary-lineker-rwanda-clash-b2462137.html,independent.co.uk
92e85ae6b0dbf396045275b972e29fc9c21d5f13e8b96bc2bde2fca1a12810a7,Rishi Sunak desperately lobbying Tory MPs to avoid defeat on Rwanda bill,desperately lobby tory mp avoid defeat rwanda bill,2,Rwanda Bill,https://www.theguardian.com/politics/2023/dec/11/rishi-sunak-desperately-lobbying-tory-mps-to-avoid-defeat-on-rwanda-bill,theguardian.com
04c2f7ede7a1e487e5910e0eaaacad31f59d58e62bf1980e99cb6e7f5cb27171,One Nation Tory MPs vow to drop support for Rwanda bill if there are amendments as ERG calls for it to be rewritten – as it happened,nation tory mp vow drop support rwanda bill amendment erg rewrite happen,2,Rwanda Bill,https://www.theguardian.com/politics/live/2023/dec/11/rishi-sunak-covid-inquiry-conservatives-rwanda-asylum-bill-uk-politics-live,theguardian.com
3eb0083ef6bd6cdc478771d7609d08ede4eee903839bb7d2e80a9898279baf90,"Rwanda bill only has ‘narrow exemptions’ for appeal against deportation, Gove says",rwanda bill narrow exemption appeal deportation gove,2,Rwanda Bill,https://www.independent.co.uk/tv/news/sunak-rwanda-bill-vote-gove-b2461605.html,independent.co.uk
5a307b2ac1173d69a1bdd84a8c0e1d8c259e97d56d530841f3bec948240d99c7,"Rishi Sunak’s Rwanda bill ‘doesn’t do the job’, says Robert Jenrick",rwanda bill job robert jenrick,2,Rwanda Bill,https://www.independent.co.uk/tv/news/rwanda-bill-sunak-immigration-jenrick-b2461545.html,independent.co.uk
cbc24e87afa413c07e3efac0fb1220be444f590646c6cc572589951aeaac23d6,Tory right rejects Rwanda plan and David Cameron sent to fend off rebels,tory right reject rwanda plan david cameron send fend rebel,1,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rishi-sunak-rwanda-tories-david-cameron-b2461522.html,independent.co.uk
b81b6f2c238b4a8ef5aa71df8754ab8b0173e5bba60ad10ff2941dbb71c3fe8e,Sunak faces ‘Brexit-like’ struggle to get Rwanda bill done,face brexit like struggle rwanda bill,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rishi-sunak-rwanda-vote-tories-jenrick-b2461257.html,independent.co.uk
48685751c6bfb9b6c71e50422c3f60b03d48f1095f368d84a6621acb08f62b87,Rishi Sunak faces crunch week as Tory factions prepare to debate Rwanda bill,face crunch week tory faction prepare debate rwanda bill,2,Rwanda Bill,https://www.theguardian.com/politics/2023/dec/10/rishi-sunak-crunch-week-tory-factions-debate-rwanda-bill,theguardian.com
3bbda70b01dcd6a68463fa1d2b52e432b41c591f074b7c97b394721f04ec8bbf,The Rwanda plan is failing – so watch as our cowardly government blames the civil service,rwanda plan fail watch cowardly government blame civil service,1,Rwanda Bill,https://www.theguardian.com/commentisfree/2023/dec/10/rwanda-plan-failing-civil-service-blame,theguardian.com
2adaf88c075f4c6aaed63e03e8fc00cc6d85ef1657d79df8786b62abdce4130f,Robert Jenrick says he will not vote for Sunak’s Rwanda bill,robert jenrick vote rwanda bill,2,Rwanda Bill,https://www.theguardian.com/uk-news/2023/dec/10/robert-jenrick-rishi-sunak-rwanda-bill,theguardian.com
5fc02876fb5dab7392819a9a9914a32d9576feed92affaca4cba05d01ee5aaf6,Tories warn Rishi Sunak that his Rwanda plan ‘will never be law’,tory warn rwanda plan law,1,Rwanda Bill,https://www.theguardian.com/uk-news/2023/dec/10/tories-warn-rishi-sunak-that-his-rwanda-plan-will-never-be-law,theguardian.com
d0e3b6fffb8db0b87c6357f40c9e46917637a896138bfe7d3374c97845c8ccb6,Rishi Sunak’s Rwanda bill to face Tory rebels in key vote – live,rwanda bill face tory rebel key vote,2,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rwanda-bill-rishi-sunak-tory-starmer-immigration-b2461521.html,independent.co.uk
181f4398569a43bdf2f20686d5ffc881e8bbd0e4706cc318be0fc2bab18d2fe1,Tory right deliver legal rebuke to Sunak’s Rwanda plan,tory right deliver legal rebuke rwanda plan,1,Rwanda Bill,https://www.theguardian.com/uk-news/2023/dec/09/rwanda-plan-50-chance-success-before-election-no-10-told,theguardian.com
d4b14847a8242af7f38b90f923bea38ce05ecde2aa53cb2d5a029841be73e8e3,Rwanda plan given a '50% at best' chance of succeeding before general election,rwanda plan 50 good chance succeed general election,1,Rwanda Bill,https://www.express.co.uk/news/politics/1843684/Rwanda-plan-given-a-50pc-at-best,express.co.uk
f549a8b1f70d36ab894ae9880d299f0276c789c6d1b124fb07d5d95112cf5c63,How is Rishi Sunak trying to rescue his Rwanda plan and will Labour really help him?,try rescue rwanda plan labour help,1,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rwanda-bill-commons-rebels-general-election-b2460265.html,independent.co.uk
b36023e63a595168668bdbde5f6661866b1cdb8b352d6c18884ade8a141fcac8,Embattled Sunak pleads with Tory rebels: Back my Rwanda plan,embattle plead tory rebel rwanda plan,1,Rwanda Bill,https://www.independent.co.uk/news/uk/politics/rishi-sunak-rwanda-bill-vote-tories-b2460332.html,independent.co.uk
647d78de127eaaad299d12ce364070bfbbb79e9f2a43b744309cdea9c28cd432,Watch: Rishi Sunak holds press conference on Rwanda bill after Robert Jenrick exit,watch hold press conference rwanda bill robert jenrick exit,2,Rwanda Bill,https://www.independent.co.uk/news/sunak-press-conference-robert-jenrick-rwanda-b2460033.html,independent.co.uk
36800b9a300bdd0e04dcdd09a10f74100e805b5129a6166709dce576ada6bb03,The Guardian view on the new Rwanda bill: a draconian disgrace,guardian view new rwanda bill draconian disgrace,2,Rwanda Bill,https://www.theguardian.com/commentisfree/2023/dec/07/the-guardian-view-on-the-new-rwanda-bill-a-draconian-disgrace,theguardian.com
